short_name,African,Alcohol,Bakery,Barbecue,Beef,Breakfast & Brunch,Bubble Tea,Burgers,Butcher,Canadian,Caribbean,Chicken,Chinese,Coffee/Tea,Convenience,Desserts,Ethiopian,Fast food,Filipino,French,Fries,German,Gluten Free,Halal,Haute Cuisine,Healthy,Hot Dogs & Sausages,Indian,Italian,Japanese,Korean,Kosher,Lamb,Latin American,Mediterranean,Mexican,Middle Eastern,Noodles,Pet Food,Pizza,Popcorn,Pork,Pub food,Rice,Sandwiches & Subs,Seafood,Soup,Spanish,Steakhouse,Sushi,Tacos,Thai,Vegetarian,Vietnamese
ryuko - japanese kitchen + bar,0.0,0.0,0.11864406779661017,0.0,0.011299435028248588,0.04519774011299435,0.0,0.0,0.0,0.0,0.0,0.02824858757062147,0.0,0.005649717514124294,0.0,0.011299435028248588,0.0,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.0,0.0847457627118644,0.0,0.0,0.0,0.4406779661016949,0.011299435028248588,0.0,0.0,0.005649717514124294,0.0,0.0,0.0,0.005649717514124294,0.0,0.0,0.0,0.011299435028248588,0.0,0.01694915254237288,0.0,0.14689265536723164,0.02824858757062147,0.0,0.0,0.01694915254237288,0.0,0.0,0.005649717514124294,0.0
saaj grill,0.0,0.0,0.015151515151515152,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.10606060606060606,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.015151515151515152,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42424242424242425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saap thai kitchen,0.0,0.0,0.01818181818181818,0.0,0.00909090909090909,0.05454545454545454,0.0,0.0,0.00909090909090909,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.05454545454545454,0.0,0.0,0.01818181818181818,0.00909090909090909,0.19090909090909092,0.0,0.03636363636363636,0.01818181818181818,0.0,0.0,0.0,0.0,0.2909090909090909,0.13636363636363635,0.0
sabor a peru,0.0,0.0,0.024390243902439025,0.006097560975609756,0.03048780487804878,0.042682926829268296,0.0,0.0,0.006097560975609756,0.0,0.0,0.08536585365853659,0.0,0.03048780487804878,0.0,0.042682926829268296,0.0,0.024390243902439025,0.0,0.042682926829268296,0.07926829268292683,0.0,0.0,0.0,0.0,0.09146341463414634,0.018292682926829267,0.04878048780487805,0.03048780487804878,0.0,0.0,0.0,0.0,0.10975609756097561,0.0,0.018292682926829267,0.0,0.0,0.06097560975609756,0.0,0.0,0.018292682926829267,0.006097560975609756,0.07926829268292683,0.024390243902439025,0.04878048780487805,0.006097560975609756,0.0,0.018292682926829267,0.0,0.0,0.0,0.006097560975609756,0.0
sabores,0.0,0.014285714285714285,0.0,0.0,0.05714285714285714,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.11428571428571428,0.0,0.02857142857142857,0.0,0.014285714285714285,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34285714285714286,0.0,0.0,0.1,0.0,0.0,0.07142857142857142,0.0,0.11428571428571428,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.014285714285714285,0.0
saddleridge liquor,0.0,0.7494866529774127,0.004106776180698152,0.0,0.002053388090349076,0.001026694045174538,0.0,0.0,0.01642710472279261,0.06878850102669405,0.003080082135523614,0.0,0.001026694045174538,0.033880903490759756,0.0,0.006160164271047228,0.0,0.0,0.0,0.001026694045174538,0.0,0.001026694045174538,0.001026694045174538,0.0,0.024640657084188913,0.03593429158110883,0.0,0.022587268993839837,0.0,0.001026694045174538,0.0,0.0,0.008213552361396304,0.002053388090349076,0.0,0.0,0.0,0.0,0.014373716632443531,0.0,0.0,0.0,0.001026694045174538,0.0,0.0,0.001026694045174538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safari grill,0.324468085106383,0.0,0.015957446808510637,0.031914893617021274,0.05851063829787234,0.005319148936170213,0.0,0.0,0.047872340425531915,0.0,0.0,0.10106382978723404,0.010638297872340425,0.06382978723404255,0.0,0.005319148936170213,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.06914893617021277,0.0,0.09574468085106383,0.005319148936170213,0.010638297872340425,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0425531914893617,0.0,0.06914893617021277,0.005319148936170213,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0
safeway liquor,0.0,0.8772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.013636363636363636,0.045454545454545456,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saffron,0.0,0.0,0.022900763358778626,0.0,0.061068702290076333,0.022900763358778626,0.0,0.0,0.0,0.0,0.0,0.10687022900763359,0.0,0.0,0.0,0.022900763358778626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1297709923664122,0.0,0.46564885496183206,0.022900763358778626,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.030534351145038167,0.0,0.0,0.0,0.0,0.030534351145038167,0.0,0.015267175572519083,0.05343511450381679,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.0
saffron bistro,0.0,0.0037313432835820895,0.022388059701492536,0.0,0.048507462686567165,0.033582089552238806,0.0,0.0,0.022388059701492536,0.0,0.0,0.06343283582089553,0.018656716417910446,0.029850746268656716,0.0,0.007462686567164179,0.0,0.0037313432835820895,0.0,0.0,0.0037313432835820895,0.0,0.0,0.0,0.0,0.10820895522388059,0.0,0.33955223880597013,0.0,0.0,0.0,0.0,0.03731343283582089,0.0,0.0,0.0,0.0,0.007462686567164179,0.03731343283582089,0.0,0.0,0.0,0.011194029850746268,0.04477611940298507,0.0,0.041044776119402986,0.0,0.0,0.0,0.0,0.0,0.0,0.11567164179104478,0.0
saffron kitchen and bakery,0.0,0.0,0.024096385542168676,0.03614457831325301,0.060240963855421686,0.060240963855421686,0.0,0.0,0.0,0.0,0.0,0.07228915662650602,0.0,0.0,0.0,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07228915662650602,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.03614457831325301,0.0,0.3132530120481928,0.012048192771084338,0.012048192771084338,0.0,0.0,0.0,0.012048192771084338,0.14457831325301204,0.012048192771084338,0.04819277108433735,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
sage and co.,0.0,0.0,0.10810810810810811,0.0,0.0,0.2702702702702703,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.10810810810810811,0.0,0.02702702702702703,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513513513514,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.10810810810810811,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sahara pizza,0.0,0.025936599423631124,0.005763688760806916,0.011527377521613832,0.023054755043227664,0.01440922190201729,0.0,0.0,0.002881844380403458,0.002881844380403458,0.0,0.037463976945244955,0.0,0.0,0.0,0.002881844380403458,0.0,0.0,0.0,0.005763688760806916,0.005763688760806916,0.0,0.0,0.0,0.0,0.06628242074927954,0.011527377521613832,0.01440922190201729,0.28530259365994237,0.0,0.0,0.0,0.0,0.0,0.02881844380403458,0.0,0.02881844380403458,0.0,0.0,0.2622478386167147,0.0,0.09221902017291066,0.008645533141210375,0.0,0.002881844380403458,0.011527377521613832,0.0,0.0,0.0,0.0,0.0,0.0,0.04899135446685879,0.0
saigon corner restaurant,0.0,0.0,0.06989247311827956,0.043010752688172046,0.04838709677419355,0.026881720430107527,0.005376344086021506,0.0,0.0,0.0,0.0,0.06451612903225806,0.005376344086021506,0.03763440860215054,0.0,0.0,0.0,0.043010752688172046,0.0,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.043010752688172046,0.0,0.0,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10752688172043011,0.010752688172043012,0.0,0.0,0.043010752688172046,0.0,0.03225806451612903,0.06451612903225806,0.053763440860215055,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,0.26881720430107525
saigon deli,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.36363636363636365
saigon maxim,0.0,0.0,0.028716216216216218,0.011824324324324325,0.05912162162162162,0.05405405405405406,0.0033783783783783786,0.0,0.03885135135135135,0.0,0.0,0.057432432432432436,0.006756756756756757,0.03547297297297297,0.0,0.0,0.0,0.03885135135135135,0.0,0.0016891891891891893,0.0,0.0,0.0,0.0,0.0,0.0472972972972973,0.0,0.0,0.006756756756756757,0.0016891891891891893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10810810810810811,0.02027027027027027,0.0,0.0,0.02533783783783784,0.0016891891891891893,0.07263513513513513,0.0033783783783783786,0.06587837837837837,0.0472972972972973,0.0,0.0,0.0,0.0,0.0033783783783783786,0.02702702702702703,0.23310810810810811
saigon night,0.0,0.0,0.055445544554455446,0.04950495049504951,0.0594059405940594,0.041584158415841586,0.0,0.0,0.0,0.0,0.0,0.08118811881188119,0.007920792079207921,0.031683168316831684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03564356435643564,0.005940594059405941,0.0,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08712871287128712,0.033663366336633666,0.0,0.0,0.0594059405940594,0.0,0.11287128712871287,0.007920792079207921,0.07920792079207921,0.04356435643564356,0.0,0.0,0.0,0.0,0.15643564356435644,0.039603960396039604,0.0019801980198019802
saigon pearl,0.0,0.0,0.05927342256214149,0.030592734225621414,0.0745697896749522,0.015296367112810707,0.0019120458891013384,0.0038240917782026767,0.011472275334608031,0.0,0.0,0.06500956022944551,0.009560229445506692,0.022944550669216062,0.0,0.0038240917782026767,0.0,0.0,0.0,0.0076481835564053535,0.0,0.0,0.0,0.0,0.0,0.06309751434034416,0.0019120458891013384,0.0019120458891013384,0.0038240917782026767,0.0019120458891013384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09369024856596558,0.032504780114722756,0.0,0.0,0.040152963671128104,0.011472275334608031,0.11089866156787763,0.0057361376673040155,0.05162523900573614,0.045889101338432124,0.0,0.0,0.0,0.0,0.0038240917782026767,0.01338432122370937,0.21223709369024857
saigon red sky vietnamese restaurant,0.0,0.0,0.07623318385650224,0.06053811659192825,0.07399103139013453,0.01569506726457399,0.0,0.0,0.002242152466367713,0.0,0.0,0.06053811659192825,0.006726457399103139,0.008968609865470852,0.0,0.0,0.0,0.013452914798206279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053811659192825115,0.0,0.0,0.002242152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11210762331838565,0.017937219730941704,0.0,0.0,0.03587443946188341,0.0,0.11434977578475336,0.0,0.06726457399103139,0.04484304932735426,0.0,0.0,0.0,0.0,0.0,0.013452914798206279,0.21973094170403587
saigon rex,0.0,0.0,0.06614785992217899,0.0019455252918287938,0.08949416342412451,0.029182879377431907,0.0038910505836575876,0.0,0.04085603112840467,0.0,0.0,0.06031128404669261,0.17509727626459143,0.017509727626459144,0.0,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05642023346303502,0.0,0.0019455252918287938,0.0038910505836575876,0.0019455252918287938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11867704280155641,0.023346303501945526,0.0,0.0,0.019455252918287938,0.0019455252918287938,0.06614785992217899,0.0019455252918287938,0.07003891050583658,0.0622568093385214,0.0,0.0,0.0,0.0,0.0019455252918287938,0.01556420233463035,0.06614785992217899
saigon royal,0.0,0.0,0.06878306878306878,0.005291005291005291,0.07142857142857142,0.0026455026455026454,0.0026455026455026454,0.0,0.0026455026455026454,0.0,0.0,0.07142857142857142,0.013227513227513227,0.09523809523809523,0.0,0.010582010582010581,0.0,0.010582010582010581,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.08994708994708994,0.0,0.0026455026455026454,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1455026455026455,0.023809523809523808,0.0,0.0,0.047619047619047616,0.0026455026455026454,0.082010582010582,0.0026455026455026454,0.1111111111111111,0.06084656084656084,0.0,0.0,0.0,0.0,0.013227513227513227,0.013227513227513227,0.005291005291005291
saigon star ultimate sub and vietnamese cuisine,0.0,0.0,0.06607142857142857,0.008928571428571428,0.09107142857142857,0.033928571428571426,0.0017857142857142857,0.0035714285714285713,0.0,0.0,0.0,0.06785714285714285,0.007142857142857143,0.04285714285714286,0.0,0.005357142857142857,0.0,0.0,0.0,0.0017857142857142857,0.0,0.0,0.0,0.0,0.0,0.044642857142857144,0.0,0.0035714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10357142857142858,0.019642857142857142,0.0,0.0,0.04107142857142857,0.0017857142857142857,0.0875,0.02142857142857143,0.05892857142857143,0.05,0.0,0.0017857142857142857,0.0,0.0,0.0017857142857142857,0.019642857142857142,0.21428571428571427
saigon west asian kitchen,0.0,0.0,0.03867403314917127,0.03314917127071823,0.04419889502762431,0.04419889502762431,0.0,0.0,0.027624309392265192,0.0,0.0,0.08839779005524862,0.292817679558011,0.04419889502762431,0.0,0.0055248618784530384,0.0,0.022099447513812154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06077348066298342,0.0,0.0,0.0,0.027624309392265192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03314917127071823,0.03867403314917127,0.0,0.0,0.06077348066298342,0.0055248618784530384,0.06077348066298342,0.0,0.06077348066298342,0.011049723756906077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sal's pizza,0.0,0.0028011204481792717,0.03221288515406162,0.0196078431372549,0.03361344537815126,0.01680672268907563,0.0,0.0,0.0,0.0070028011204481795,0.0,0.10784313725490197,0.0,0.018207282913165267,0.0,0.011204481792717087,0.0,0.0014005602240896359,0.0,0.0056022408963585435,0.03081232492997199,0.0,0.0,0.0,0.0,0.058823529411764705,0.056022408963585436,0.0070028011204481795,0.04481792717086835,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0350140056022409,0.0,0.0070028011204481795,0.27450980392156865,0.0028011204481792717,0.12324929971988796,0.025210084033613446,0.0,0.0,0.0,0.0,0.0,0.01680672268907563,0.0,0.0,0.0,0.04201680672268908,0.0
saladworks,0.0,0.00641025641025641,0.21153846153846154,0.05128205128205128,0.0,0.019230769230769232,0.0,0.0,0.03205128205128205,0.0,0.0,0.057692307692307696,0.00641025641025641,0.05128205128205128,0.0,0.358974358974359,0.0,0.00641025641025641,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,0.02564102564102564,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0
salsita mexican food corp.,0.0,0.0,0.013513513513513514,0.0,0.06756756756756757,0.04054054054054054,0.0,0.0,0.013513513513513514,0.0,0.0,0.0945945945945946,0.0,0.013513513513513514,0.0,0.06756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.013513513513513514,0.47297297297297297,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.06756756756756757,0.0,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.0,0.0,0.013513513513513514,0.0,0.04054054054054054,0.0
salt and pepper mexican restaurant,0.0,0.0,0.033707865168539325,0.028089887640449437,0.03932584269662921,0.016853932584269662,0.0,0.0,0.011235955056179775,0.0,0.0,0.06179775280898876,0.0,0.0,0.0,0.03932584269662921,0.0,0.0056179775280898875,0.028089887640449437,0.0,0.0,0.0,0.0,0.0,0.0,0.09550561797752809,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29775280898876405,0.0,0.0,0.0,0.0,0.0,0.028089887640449437,0.0,0.10674157303370786,0.016853932584269662,0.03932584269662921,0.016853932584269662,0.056179775280898875,0.0,0.0,0.03932584269662921,0.0,0.033707865168539325,0.0
sam's crispy chicken,0.0,0.0,0.15625,0.09375,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sammy's chophouse,0.0,0.0,0.01098901098901099,0.007326007326007326,0.06227106227106227,0.018315018315018316,0.0,0.003663003663003663,0.0,0.003663003663003663,0.0,0.02564102564102564,0.0,0.040293040293040296,0.0,0.01098901098901099,0.0,0.0,0.0,0.003663003663003663,0.040293040293040296,0.0,0.0,0.0,0.0,0.0695970695970696,0.01098901098901099,0.0,0.029304029304029304,0.003663003663003663,0.0,0.0,0.0,0.0,0.003663003663003663,0.007326007326007326,0.02564102564102564,0.0,0.047619047619047616,0.2857142857142857,0.0,0.15384615384615385,0.01098901098901099,0.0,0.03663003663003663,0.018315018315018316,0.02197802197802198,0.0,0.03663003663003663,0.0,0.0,0.0,0.01098901098901099,0.0
sammy's sports bar,0.0,0.0,0.02813852813852814,0.021645021645021644,0.03463203463203463,0.03896103896103896,0.006493506493506494,0.02813852813852814,0.012987012987012988,0.0,0.0,0.06493506493506493,0.24675324675324675,0.023809523809523808,0.0,0.006493506493506494,0.0,0.008658008658008658,0.0,0.0021645021645021645,0.0,0.0,0.0,0.0,0.0,0.05194805194805195,0.0021645021645021645,0.004329004329004329,0.012987012987012988,0.0021645021645021645,0.10606060606060606,0.0,0.0,0.0,0.0021645021645021645,0.004329004329004329,0.0021645021645021645,0.04112554112554113,0.03463203463203463,0.0,0.0,0.032467532467532464,0.012987012987012988,0.06060606060606061,0.032467532467532464,0.04329004329004329,0.017316017316017316,0.0,0.006493506493506494,0.0,0.0,0.0,0.006493506493506494,0.0
