short_name,number_of_orders,African,Alcohol,Bakery,Barbecue,Beef,Breakfast & Brunch,Bubble Tea,Burgers,Butcher,Canadian,Caribbean,Chicken,Chinese,Coffee/Tea,Convenience,Desserts,Ethiopian,Fast food,Filipino,French,Fries,German,Gluten Free,Halal,Haute Cuisine,Healthy,Hot Dogs & Sausages,Indian,Italian,Japanese,Korean,Kosher,Lamb,Latin American,Mediterranean,Mexican,Middle Eastern,Noodles,Pet Food,Pizza,Popcorn,Pork,Pub food,Rice,Sandwiches & Subs,Seafood,Soup,Spanish,Steakhouse,Sushi,Tacos,Thai,Vegetarian,Vietnamese
1 pot,12,0.0,0.0,0.11864406779661017,0.07627118644067797,0.059322033898305086,0.05084745762711865,0.0,0.0,0.0,0.0,0.0,0.025423728813559324,0.00847457627118644,0.13559322033898305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.15254237288135594,0.00847457627118644,0.1694915254237288,0.0,0.1440677966101695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410 world bier haus,107,0.0,0.0,0.06690140845070422,0.0,0.01056338028169014,0.014084507042253521,0.0,0.18309859154929578,0.0,0.0,0.0,0.15140845070422534,0.0,0.056338028169014086,0.0,0.01056338028169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.0,0.0,0.01056338028169014,0.045774647887323945,0.017605633802816902,0.0,0.0,0.0,0.03873239436619718,0.03169014084507042,0.0,0.0,0.0,0.007042253521126761,0.0,0.0,0.02464788732394366,0.0,0.11267605633802817,0.06690140845070422,0.017605633802816902,0.0,0.056338028169014086,0.0,0.01056338028169014,0.02464788732394366,0.0,0.0
1600 world bier haus,599,0.0,0.0,0.05968529571351058,0.0,0.0005425935973955507,0.0005425935973955507,0.0,0.15463917525773196,0.005425935973955507,0.0,0.0,0.10200759631036353,0.0,0.07433532284319046,0.0,0.017362995116657624,0.0,0.0,0.0,0.0,0.02875746066196419,0.0,0.0,0.0,0.0,0.07325013564839934,0.0,0.0,0.032555615843733045,0.04774823657080846,0.0005425935973955507,0.0,0.0,0.0,0.026587086272381984,0.011937059142702116,0.0048833423765599565,0.0,0.0,0.05914270211611503,0.017362995116657624,0.0016277807921866521,0.03906673901247965,0.0,0.0792186652197504,0.031470428648941944,0.0396093326098752,0.0,0.07433532284319046,0.0,0.016820401519262073,0.0005425935973955507,0.0,0.0
17th ave liquor boutique,6288,0.0,0.6162267839687194,0.0015640273704789834,0.0009775171065493646,0.004105571847507331,0.0,0.0,0.0,0.033040078201368527,0.013294232649071359,0.0011730205278592375,0.0,0.0,0.043010752688172046,0.00019550342130987292,0.0019550342130987292,0.0,0.0,0.0,0.0,0.0,0.0,0.00039100684261974585,0.0,0.007820136852394917,0.06588465298142718,0.0,0.002150537634408602,0.0,0.007038123167155425,0.0,0.0,0.0005865102639296188,0.0,0.0007820136852394917,0.0,0.0,0.0,0.0447702834799609,0.0,0.0,0.0,0.15131964809384163,0.00019550342130987292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002346041055718475,0.0011730205278592375
17th ave. liquor boutique,236,0.0,0.7094339622641509,0.0,0.0,0.0,0.0,0.0,0.0,0.022641509433962263,0.018867924528301886,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01509433962264151,0.0,0.0,0.0,0.15849056603773584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886 buffalo,49,0.0,0.0,0.11458333333333333,0.09375,0.020833333333333332,0.3333333333333333,0.0,0.0,0.0,0.041666666666666664,0.0,0.010416666666666666,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.041666666666666664,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.020833333333333332,0.0,0.020833333333333332,0.07291666666666667,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
1886 buffalo cafe,55,0.0,0.0,0.0,0.0,0.0,0.3170731707317073,0.0,0.0,0.0,0.21951219512195122,0.0,0.0,0.0,0.1951219512195122,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06504065040650407,0.0,0.0,0.0,0.0,0.0,0.032520325203252036,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.08130081300813008,0.0,0.0,0.0,0.0,0.0
1918 tap & table,16,0.0,0.0,0.046511627906976744,0.023255813953488372,0.0,0.023255813953488372,0.0,0.13953488372093023,0.0,0.046511627906976744,0.0,0.046511627906976744,0.0,0.20930232558139536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16279069767441862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.11627906976744186,0.0,0.0,0.09302325581395349,0.0,0.0,0.0,0.0,0.0
2 claw burritos,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0
2 for 1 pizza house,932,0.0,0.0,0.0,0.00543221539914974,0.0007085498346717053,0.032829475673122346,0.0,0.00023618327822390176,0.0,0.0,0.0,0.06424185167690127,0.0,0.0,0.0,0.0,0.0,0.004487482286254133,0.0,0.0033065658951346244,0.0033065658951346244,0.0,0.0,0.0,0.0,0.0,0.0,0.35947094945677843,0.21421823334907888,0.0,0.0,0.0,0.0,0.0,0.0007085498346717053,0.0,0.0014170996693434106,0.0,0.0,0.23996221067548418,0.0,0.001889466225791214,0.01606046291922532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05172413793103448,0.0
2 scoops and pizza on pointe,177,0.0,0.0,0.0,0.007920792079207921,0.005940594059405941,0.0,0.0,0.0,0.0,0.033663366336633666,0.0,0.10297029702970296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04356435643564356,0.0,0.015841584158415842,0.11485148514851486,0.0,0.0,0.0,0.0,0.0,0.023762376237623763,0.0,0.039603960396039604,0.0,0.0,0.44356435643564357,0.0,0.100990099009901,0.05742574257425743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0
241 pizza,15,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.0,0.027777777777777776,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2am liquor co inc,932,0.0,0.8444022770398482,0.0056925996204933585,0.0,0.0,0.0,0.0,0.0,0.0,0.07400379506641366,0.0,0.0,0.0,0.03415559772296015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022770398481973434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018975332068311195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 in1 restaurant,3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0
3in1 restaurant,69,0.0,0.0,0.12446351931330472,0.017167381974248927,0.06866952789699571,0.0,0.0,0.0,0.0,0.004291845493562232,0.0,0.11587982832618025,0.0,0.1630901287553648,0.0,0.0,0.0,0.0,0.0,0.008583690987124463,0.008583690987124463,0.0,0.0,0.0,0.0,0.055793991416309016,0.0,0.08583690987124463,0.0,0.0,0.0,0.0,0.02145922746781116,0.0,0.02145922746781116,0.0,0.26180257510729615,0.0,0.0,0.0,0.0,0.0,0.012875536480686695,0.0,0.008583690987124463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02145922746781116,0.0
4 corners,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403 local eatery and bar,67,0.0,0.0,0.019417475728155338,0.009708737864077669,0.05339805825242718,0.0,0.0,0.11650485436893204,0.0,0.009708737864077669,0.0,0.21359223300970873,0.014563106796116505,0.0048543689320388345,0.0,0.0048543689320388345,0.0,0.0,0.0,0.0,0.024271844660194174,0.0,0.0,0.0,0.0,0.03398058252427184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04854368932038835,0.0,0.0,0.0,0.07281553398058252,0.0,0.11165048543689321,0.10194174757281553,0.0,0.14563106796116504,0.0048543689320388345,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0,0.0048543689320388345,0.0
4th street pizza,1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03094899731564819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03726511921680088,0.009474182851729039,0.0,0.48665719248381495,0.0,0.0,0.0,0.0,0.0,0.025422390652139585,0.0,0.0071056371387967785,0.0,0.0,0.31454287067740405,0.0,0.020843202273803884,0.04942365387651982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018316753513342807,0.0
5 senses ramen & sushi,64,0.0,0.0,0.008298755186721992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04979253112033195,0.0,0.0,0.0,0.008298755186721992,0.0,0.0,0.0,0.34024896265560167,0.029045643153526972,0.0,0.0,0.0,0.0,0.04149377593360996,0.0,0.0,0.0,0.5186721991701245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004149377593360996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58th avenue liquor store,3544,0.0,0.659375,0.0008928571428571428,0.0,0.0008928571428571428,0.0,0.0,0.0,0.020535714285714286,0.2080357142857143,0.0004464285714285714,0.0,0.0,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008928571428571428,0.0,0.0004464285714285714,0.025,0.0,0.0013392857142857143,0.0,0.0,0.0,0.0,0.0026785714285714286,0.0,0.0,0.0,0.0,0.0,0.023660714285714285,0.0,0.0,0.0,0.0,0.002232142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6a snack bar,178,0.0,0.0,0.08815028901734104,0.028901734104046242,0.049132947976878616,0.015895953757225433,0.16184971098265896,0.0,0.059248554913294796,0.001445086705202312,0.0,0.02745664739884393,0.0,0.24421965317919075,0.0,0.008670520231213872,0.0,0.0838150289017341,0.0,0.004335260115606936,0.015895953757225433,0.015895953757225433,0.0,0.0,0.0,0.036127167630057806,0.0,0.0,0.010115606936416185,0.028901734104046242,0.002890173410404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001445086705202312,0.0,0.0,0.03757225433526012,0.001445086705202312,0.02601156069364162,0.0,0.05057803468208093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7 restaurant,4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7 seas restaurant & grill,56,0.0,0.0,0.0,0.008620689655172414,0.0603448275862069,0.0,0.0,0.0,0.008620689655172414,0.0,0.0,0.04310344827586207,0.0,0.04310344827586207,0.0,0.0,0.0,0.06896551724137931,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02586206896551724,0.0,0.0,0.0,0.10344827586206896,0.008620689655172414,0.05172413793103448,0.0,0.1810344827586207,0.08620689655172414,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0
7-eleven,62934,0.0,0.0020429067974127016,0.02105632668093824,0.004016757590405819,0.009757037957783763,0.007682480491678752,0.0,0.006816403102916466,0.007325691135510899,0.0001352346753216859,0.005628064360196119,0.01857318785535069,0.0,0.012001358101420253,0.6450924199525816,0.06666781760007366,0.0,0.006940128444168221,0.0,0.0005236747001818475,0.0009811707294615933,0.0,0.0,0.0,0.0,0.02897187118753309,0.0018558801187763276,0.005466933683217089,0.003913173583776443,0.0,0.0009610293948392146,0.0,0.0,0.0009955573970490067,2.8773335174826784e-05,0.058139401054255004,0.0,0.004456989618580669,0.016464102387035887,0.018958750546693368,0.0006042400386713625,0.004209538936077158,0.024650116244274108,0.00016400801049651267,0.009336947264231291,0.002773749510853302,0.0016947494417972977,0.0,5.754667034965357e-06,0.0,0.00024745068250351033,4.891466979720553e-05,0.0005668347029440877,0.0002445733489860277
722 world bier haus,1166,0.0,0.0,0.03512820512820513,0.0002564102564102564,0.0002564102564102564,0.0002564102564102564,0.0,0.13692307692307693,0.0041025641025641026,0.0,0.0,0.15717948717948718,0.0,0.05641025641025641,0.0,0.018205128205128204,0.0,0.0,0.0,0.0,0.023846153846153847,0.0,0.0,0.0,0.0,0.07461538461538461,0.0,0.0,0.047692307692307694,0.04,0.0,0.0,0.0,0.0,0.05128205128205128,0.004358974358974359,0.001282051282051282,0.0,0.0,0.05564102564102564,0.031025641025641027,0.0002564102564102564,0.05794871794871795,0.0,0.07769230769230769,0.03051282051282051,0.019487179487179488,0.0,0.05641025641025641,0.0,0.01871794871794872,0.0005128205128205128,0.0,0.0
8mile pizza detroit style,193,0.0,0.0,0.046511627906976744,0.01627906976744186,0.0,0.002325581395348837,0.0,0.0,0.0,0.002325581395348837,0.0,0.11395348837209303,0.0,0.030232558139534883,0.0,0.046511627906976744,0.0,0.0,0.0,0.002325581395348837,0.0069767441860465115,0.0,0.0,0.0,0.0,0.05813953488372093,0.0,0.0,0.030232558139534883,0.0,0.0,0.0,0.0,0.0,0.013953488372093023,0.0,0.030232558139534883,0.0,0.0,0.47674418604651164,0.0,0.0,0.08604651162790698,0.0,0.0,0.0,0.0,0.0,0.030232558139534883,0.0,0.0,0.004651162790697674,0.002325581395348837,0.0
a kitchen,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.3235294117647059,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.20588235294117646,0.20588235294117646,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a perfect pizza and east indian cuisine,4,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
a plus donair,4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0625,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a taste of saigon,82,0.0,0.0,0.07308377896613191,0.0,0.09269162210338681,0.0053475935828877,0.0,0.0017825311942959,0.0,0.0,0.0,0.0766488413547237,0.035650623885918005,0.0017825311942959,0.0,0.0017825311942959,0.0,0.008912655971479501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03208556149732621,0.0,0.0017825311942959,0.0,0.008912655971479501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14260249554367202,0.0,0.0,0.0,0.008912655971479501,0.0017825311942959,0.0338680926916221,0.0142602495543672,0.0071301247771836,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.0035650623885918,0.29590017825311943
a touch of india,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044642857142857144,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a&p chinese food express,1383,0.0,0.0,0.02681250604975317,0.026328525796147518,0.0642725776788307,0.009776401122834188,0.0,0.0,0.016842512825476722,0.0,0.0,0.09447294550382344,0.4675249249830607,0.014519407608169587,0.0,0.0,0.0,0.015390572064659762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07375859064950151,0.0,0.002323105217307134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02381182847739812,0.0,0.0,0.0,0.04868841351272868,0.005130190688219921,0.05401219630239086,0.0,0.042106282063691804,0.014229019456006195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a&w,131624,0.0,0.0016617485267654533,0.01803200234516689,0.0,0.0,0.08122082889641179,0.0,0.31790609089994015,0.0008035022100725624,0.025516051501842756,0.0,0.14057050422854075,0.0,0.0052377748463191655,0.0,0.0036961101663337873,0.0,0.2282899883624625,0.0,0.0,0.029644816704369463,0.0,0.0,0.0,0.0,0.001603472542298652,0.019328201514822407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008741397670020184,0.0,0.0,0.0409309323627733,0.03341509630547918,0.0,0.031546732924695065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019722005894704124,0.0
a+ buffet sushi bar,314,0.0,0.0,0.009391771019677997,0.022361359570661897,0.024150268336314847,0.009391771019677997,0.0,0.0,0.0,0.0,0.0,0.03935599284436494,0.011180679785330949,0.0008944543828264759,0.0,0.0,0.0,0.0031305903398926656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016100178890876567,0.0,0.0,0.0,0.5572450805008945,0.004472271914132379,0.0,0.0,0.0,0.0,0.0,0.0,0.014311270125223614,0.005813953488372093,0.0,0.0,0.014311270125223614,0.0035778175313059034,0.009838998211091235,0.0,0.18828264758497318,0.023255813953488372,0.0,0.0,0.03801431127012522,0.0,0.004919499105545617,0.0,0.0
a-cafe and snack bar,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a-z liquor store,820,0.0,0.6568047337278107,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.23224852071005916,0.0,0.0,0.0,0.05473372781065089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008875739644970414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03994082840236687,0.0,0.0,0.0,0.0014792899408284023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a1 bodega and cafe,52,0.0,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.2328767123287671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1917808219178082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1506849315068493,0.0,0.3424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0
a1 cafe,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a1 cantina,88,0.0,0.002631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.002631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12631578947368421,0.0,0.25526315789473686,0.0,0.0,0.005263157894736842,0.0,0.0,0.0,0.002631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49736842105263157,0.0,0.02631578947368421,0.0
aaliya’s pizzeria and shawarma café,159,0.0,0.0,0.0026041666666666665,0.020833333333333332,0.028645833333333332,0.013020833333333334,0.0,0.0026041666666666665,0.0,0.018229166666666668,0.0,0.13802083333333334,0.0,0.020833333333333332,0.0,0.03125,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0234375,0.0,0.044270833333333336,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.013020833333333334,0.010416666666666666,0.09895833333333333,0.0,0.0,0.3229166666666667,0.0,0.0,0.0859375,0.0,0.06770833333333333,0.020833333333333332,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.005208333333333333,0.0
ab liquor outlet,1377,0.0,0.7709720372836218,0.0,0.0,0.0,0.0,0.0,0.0,0.007989347536617843,0.045272969374167776,0.0,0.0,0.0,0.09320905459387484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014647137150466045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06790945406125166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab liquor outlet  license #760023,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abbey's creations,22,0.0,0.0,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.4523809523809524,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.023809523809523808
abbey’s creations,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abc liquor store,17,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abe's nutella,12,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.25806451612903225,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.2903225806451613,0.0,0.03225806451612903,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0
abe's nutella by ghost kitchens,9,0.0,0.0,0.3103448275862069,0.0,0.0,0.1724137931034483,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.3448275862068966,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abe's nutella treats,28,0.0,0.0,0.17592592592592593,0.0,0.0,0.28703703703703703,0.009259259259259259,0.0,0.046296296296296294,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.2037037037037037,0.0,0.0,0.0,0.2037037037037037,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
